gene_name,gene_id
CTD_2526L21.3,ENSG00000227397
CTD_2526M8.2,ENSG00000267726
CTD_2526M8.3,ENSG00000267789
CTD_2527I21.14,ENSG00000271032
CTD_2527I21.4,ENSG00000221857
CTD_2527I21.7,ENSG00000269303
CTD_2527I21.9,ENSG00000267874
CTD_2528A14.1,ENSG00000268985
CTD_2528A14.3,ENSG00000268289
CTD_2528A14.5,ENSG00000269066
CTD_2528L19.3,ENSG00000267319
CTD_2528L19.4,ENSG00000267552
CTD_2528L19.6,ENSG00000267152
CTD_2529O21.1,ENSG00000262172
CTD_2529O21.2,ENSG00000261978
CTD_2529P6.3,ENSG00000269300
CTD_2529P6.4,ENSG00000269400
CTD_2530H12.1,ENSG00000247867
CTD_2530H12.2,ENSG00000254826
CTD_2530H12.4,ENSG00000255326
CTD_2530H12.5,ENSG00000255280
CTD_2530H12.7,ENSG00000254630
CTD_2530H12.8,ENSG00000255434
CTD_2530N21.4,ENSG00000254064
CTD_2531D15.4,ENSG00000255446
CTD_2531D15.5,ENSG00000255126
CTD_2532D12.4,ENSG00000263574
CTD_2532D12.5,ENSG00000265927
CTD_2532K18.1,ENSG00000251670
CTD_2532K18.2,ENSG00000251144
CTD_2532N20.1,ENSG00000272192
CTD_2533G20.1,ENSG00000264189
CTD_2533K21.1,ENSG00000250703
CTD_2533K21.2,ENSG00000248426
CTD_2533K21.3,ENSG00000230571
CTD_2533K21.4,ENSG00000251033
CTD_2534I21.8,ENSG00000267334
CTD_2534I21.9,ENSG00000267788
CTD_2534J5.1,ENSG00000253783
CTD_2535I10.1,ENSG00000260289
CTD_2535L24.2,ENSG00000266076
CTD_2535L24.3,ENSG00000263520
CTD_2535P7.1,ENSG00000262271
CTD_2535P7.2,ENSG00000262518
CTD_2536I1.1,ENSG00000248441
CTD_2537I9.12,ENSG00000267523
CTD_2537I9.13,ENSG00000267096
CTD_2537I9.16,ENSG00000269859
CTD_2537I9.5,ENSG00000267730
CTD_2537L20.1,ENSG00000254914
CTD_2537O9.1,ENSG00000254787
CTD_2538A21.1,ENSG00000225165
CTD_2538C1.2,ENSG00000267475
CTD_2538C1.3,ENSG00000267567
CTD_2538G9.3,ENSG00000269419
CTD_2538G9.5,ENSG00000268743
CTD_2538G9.6,ENSG00000269799
CTD_2540B15.10,ENSG00000267054
CTD_2540B15.11,ENSG00000267580
CTD_2540B15.12,ENSG00000270212
CTD_2540B15.13,ENSG00000273420
CTD_2540B15.6,ENSG00000267714
CTD_2540B15.7,ENSG00000267727
CTD_2540B15.9,ENSG00000267130
CTD_2540F13.2,ENSG00000267892
CTD_2540L5.5,ENSG00000259115
CTD_2540L5.6,ENSG00000245466
CTD_2540M10.1,ENSG00000259888
CTD_2541J13.1,ENSG00000260578
CTD_2541J13.2,ENSG00000263424
CTD_2541M15.1,ENSG00000249898
CTD_2541M15.3,ENSG00000271743
CTD_2541M15.4,ENSG00000271927
CTD_2542C24.2,ENSG00000269779
CTD_2542C24.3,ENSG00000269373
CTD_2542C24.7,ENSG00000269147
CTD_2542C24.8,ENSG00000268326
CTD_2542C24.9,ENSG00000271598
CTD_2542L18.1,ENSG00000260417
CTD_2542O7.2,ENSG00000230180
CTD_2544H17.1,ENSG00000249621
CTD_2544H17.2,ENSG00000272139
CTD_2544L4.1,ENSG00000253107
CTD_2544M6.1,ENSG00000259199
CTD_2544M6.2,ENSG00000259611
CTD_2544N14.3,ENSG00000253645
CTD_2545G14.2,ENSG00000262067
CTD_2545G14.7,ENSG00000262526
CTD_2545H1.1,ENSG00000262869
CTD_2545H1.2,ENSG00000262445
CTD_2545M3.2,ENSG00000268854
CTD_2545M3.6,ENSG00000142539
CTD_2545M3.8,ENSG00000268518
CTD_2547E10.2,ENSG00000180747
CTD_2547E10.3,ENSG00000257403
CTD_2547G23.2,ENSG00000259955
CTD_2547H18.1,ENSG00000254988
CTD_2547L16.1,ENSG00000245281
CTD_2547L16.2,ENSG00000254015
CTD_2547L16.3,ENSG00000253384
CTD_2547L24.3,ENSG00000258875
CTD_2547L24.4,ENSG00000260810
CTD_2550O8.7,ENSG00000268884
CTD_2552B11.2,ENSG00000259102
CTD_2552B11.3,ENSG00000258906
CTD_2552K11.2,ENSG00000253286
CTD_2553C6.1,ENSG00000267650
CTD_2553L13.4,ENSG00000268683
CTD_2553L13.7,ENSG00000271049
CTD_2554C21.1,ENSG00000267422
CTD_2554C21.2,ENSG00000267640
CTD_2554C21.3,ENSG00000229481
CTD_2555A7.1,ENSG00000259989
CTD_2555A7.2,ENSG00000256982
CTD_2555A7.3,ENSG00000261546
CTD_2555C10.3,ENSG00000259230
CTD_2555I5.1,ENSG00000254434
CTD_2555K7.1,ENSG00000242061
CTD_2555K7.2,ENSG00000258458
CTD_2555K7.3,ENSG00000258823
CTD_2555K7.4,ENSG00000228313
CTD_2555O16.1,ENSG00000258809
CTD_2555O16.2,ENSG00000258824
CTD_2555O16.3,ENSG00000272828
CTD_2555O16.4,ENSG00000272909
CTD_2557P19.4,ENSG00000268922
CTD_2560C21.1,ENSG00000258796
CTD_2560E9.3,ENSG00000254664
CTD_2560E9.5,ENSG00000254497
CTD_2560K21.6,ENSG00000268231
CTD_2561B21.10,ENSG00000262098
CTD_2561B21.11,ENSG00000262873
CTD_2561B21.3,ENSG00000262662
CTD_2561B21.4,ENSG00000262313
CTD_2561B21.5,ENSG00000261924
CTD_2561B21.7,ENSG00000263218
CTD_2561F5.1,ENSG00000258497
CTD_2561J22.1,ENSG00000268731
CTD_2561J22.2,ENSG00000213976
CTD_2561J22.3,ENSG00000269237
CTD_2561J22.5,ENSG00000268119
CTD_2561J22.6,ENSG00000268705
CTD_2562G15.2,ENSG00000261714
CTD_2562J15.4,ENSG00000267033
CTD_2562J15.6,ENSG00000267275
CTD_2562J17.2,ENSG00000255395
CTD_2562J17.4,ENSG00000255136
CTD_2562J17.7,ENSG00000254429
CTD_2562J17.9,ENSG00000254963
CTD_2566J3.1,ENSG00000258837
CTD_2568A17.1,ENSG00000261341
CTD_2568A17.5,ENSG00000180279
CTD_2568A17.8,ENSG00000268375
CTD_2568P8.1,ENSG00000258556
CTD_2571E19.1,ENSG00000253789
CTD_2571E19.3,ENSG00000237810
CTD_2571L23.6,ENSG00000269656
CTD_2571L23.8,ENSG00000268746
CTD_2571L23.9,ENSG00000271150
CTD_2572N17.1,ENSG00000255109
CTD_2574D22.2,ENSG00000247735
CTD_2574D22.4,ENSG00000260114
CTD_2575K13.6,ENSG00000268041
CTD_2576D5.2,ENSG00000260405
CTD_2576D5.3,ENSG00000260675
CTD_2576D5.4,ENSG00000261448
CTD_2576F9.1,ENSG00000260521
CTD_2576F9.2,ENSG00000270017
CTD_2579N5.3,ENSG00000268296
CTD_2579N5.4,ENSG00000269458
CTD_2579N5.5,ENSG00000271655
CTD_2582D11.1,ENSG00000266765
CTD_2582M21.1,ENSG00000251044
CTD_2583A14.1,ENSG00000243234
CTD_2583A14.10,ENSG00000268750
CTD_2583A14.11,ENSG00000270804
CTD_2583A14.8,ENSG00000269867
CTD_2583A14.9,ENSG00000269476
CTD_2583P5.1,ENSG00000260378
CTD_2583P5.3,ENSG00000261158
CTD_2586B10.1,ENSG00000268480
CTD_2587H19.1,ENSG00000268802
CTD_2587H19.2,ENSG00000268496
CTD_2587H19.3,ENSG00000269873
CTD_2587H24.1,ENSG00000267507
CTD_2587H24.10,ENSG00000267649
CTD_2587H24.4,ENSG00000267110
CTD_2587H24.5,ENSG00000267577
CTD_2587M2.1,ENSG00000249476
CTD_2587M23.1,ENSG00000260066
CTD_2588C8.8,ENSG00000267024
CTD_2588J1.1,ENSG00000253561
CTD_2588J6.1,ENSG00000260161
CTD_2588J6.2,ENSG00000261029
CTD_2589H19.4,ENSG00000249908
CTD_2589H19.6,ENSG00000271781
CTD_2589M5.4,ENSG00000255007
CTD_2589M5.5,ENSG00000254639
CTD_2589O24.1,ENSG00000224829
CTD_2591A6.2,ENSG00000257869
CTD_2593A12.2,ENSG00000248761
CTD_2593A12.3,ENSG00000249287
CTD_2593A12.4,ENSG00000231228
CTD_2596O15.1,ENSG00000267332
CTD_2600O9.1,ENSG00000187185
CTD_2607J13.1,ENSG00000268438
CTD_2609K8.3,ENSG00000255165
CTD_2611K5.5,ENSG00000259236
CTD_2611O12.6,ENSG00000268593
CTD_2611O12.7,ENSG00000269574
CTD_2611O12.8,ENSG00000267865
CTD_2613O8.1,ENSG00000248853
CTD_2616J11.10,ENSG00000268520
CTD_2616J11.11,ENSG00000269403
CTD_2616J11.14,ENSG00000268889
CTD_2616J11.15,ENSG00000268711
CTD_2616J11.16,ENSG00000267905
CTD_2616J11.2,ENSG00000255441
CTD_2616J11.3,ENSG00000254760
CTD_2616J11.9,ENSG00000267984
CTD_2619J13.1,ENSG00000269236
CTD_2619J13.13,ENSG00000268307
CTD_2619J13.14,ENSG00000232098
CTD_2619J13.16,ENSG00000268543
CTD_2619J13.17,ENSG00000268912
CTD_2619J13.19,ENSG00000269473
CTD_2619J13.23,ENSG00000269106
CTD_2619J13.3,ENSG00000269054
CTD_2619J13.8,ENSG00000268230
CTD_2619J13.9,ENSG00000268049
CTD_2620I22.1,ENSG00000269082
CTD_2620I22.2,ENSG00000268282
CTD_2620I22.3,ENSG00000267943
CTD_2620I22.7,ENSG00000268613
CTD_2621I17.6,ENSG00000267522
CTD_2622I13.3,ENSG00000268670
CTD_2623H2.7,ENSG00000268293
CTD_2623N2.11,ENSG00000267289
CTD_2623N2.3,ENSG00000267370
CTD_2623N2.5,ENSG00000266950
CTD_2626G11.2,ENSG00000268416
CTD_2626G11.3,ENSG00000269040
CTD_2630F21.1,ENSG00000267309
CTD_2631K10.1,ENSG00000249085
CTD_2632K10.1,ENSG00000259281
CTD_2636A23.2,ENSG00000261604
CTD_2639E6.4,ENSG00000260366
CTD_2639E6.9,ENSG00000267898
CTD_2643I7.1,ENSG00000260629
CTD_2643K12.1,ENSG00000258895
CTD_2643K12.2,ENSG00000258785
CTD_2643K12.3,ENSG00000259724
CTD_2644I21.1,ENSG00000258576
CTD_2647E9.1,ENSG00000259388
CTD_2647E9.3,ENSG00000259188
CTD_2647L4.1,ENSG00000254129
CTD_2647L4.4,ENSG00000259366
CTD_2647L4.5,ENSG00000259607
CTD_2649C14.1,ENSG00000260395
CTD_2650P22.1,ENSG00000259438
CTD_2651B20.1,ENSG00000259539
CTD_2651B20.2,ENSG00000259338
CTD_2651B20.3,ENSG00000259520
CTD_2651B20.4,ENSG00000259433
CTD_2651B20.5,ENSG00000235390
CTD_2651B20.6,ENSG00000260035
CTD_2651B20.7,ENSG00000259932
CTD_2651C21.3,ENSG00000254702
CTD_2653B5.1,ENSG00000264754
CTD_2653D5.1,ENSG00000255438
CTD_2653M23.3,ENSG00000272103
CTD_2655K5.1,ENSG00000255236
CTD_2659N19.10,ENSG00000267062
CTD_2659N19.2,ENSG00000267791
CTD_2659N19.4,ENSG00000267004
CTD_2659N19.9,ENSG00000267212
CTD_2666L21.1,ENSG00000234773
CTD_2666L21.2,ENSG00000234750
CTD_2666L21.3,ENSG00000213293
CTD_3001H11.1,ENSG00000269806
CTD_3006G17.2,ENSG00000258932
CTD_3007L5.1,ENSG00000248490
CTD_3010D24.3,ENSG00000263893
CTD_3012A18.1,ENSG00000255029
CTD_3018O17.3,ENSG00000269834
CTD_3020H12.3,ENSG00000269651
CTD_3020H12.4,ENSG00000271717
CTD_3023J11.2,ENSG00000269619
CTD_3023L14.1,ENSG00000253774
CTD_3023L14.2,ENSG00000253130
CTD_3023L14.3,ENSG00000253343
CTD_3025N20.2,ENSG00000254081
CTD_3025N20.3,ENSG00000272010
CTD_3028N15.1,ENSG00000249163
CTD_3030D20.1,ENSG00000268747
CTD_3030D20.2,ENSG00000268322
CTD_3032H12.1,ENSG00000259725
CTD_3032H12.2,ENSG00000259711
CTD_3032H12.3,ENSG00000260147
CTD_3032J10.2,ENSG00000268056
CTD_3032J10.3,ENSG00000269480
CTD_3032J10.4,ENSG00000269836
CTD_3035D6.1,ENSG00000213315
CTD_3035D6.2,ENSG00000258884
CTD_3037G24.3,ENSG00000259899
CTD_3037G24.4,ENSG00000259876
CTD_3046C4.1,ENSG00000253205
CTD_3049M7.1,ENSG00000258754
CTD_3051D23.1,ENSG00000258811
CTD_3051D23.3,ENSG00000259067
CTD_3051D23.4,ENSG00000258593
CTD_3051L14.13,ENSG00000254411
CTD_3051L14.14,ENSG00000254660
CTD_3057O21.1,ENSG00000260443
CTD_3060P21.1,ENSG00000262884
CTD_3064C13.1,ENSG00000255372
CTD_3064H18.1,ENSG00000266916
CTD_3064H18.2,ENSG00000267115
CTD_3064H18.4,ENSG00000180458
CTD_3064M3.1,ENSG00000253595
CTD_3064M3.3,ENSG00000261655
CTD_3064M3.4,ENSG00000244998
CTD_3064M3.7,ENSG00000271959
CTD_3065B20.2,ENSG00000259212
CTD_3065B20.3,ENSG00000259314
CTD_3065J16.6,ENSG00000204791
CTD_3065J16.9,ENSG00000255224
CTD_3073N11.5,ENSG00000269181
CTD_3073N11.7,ENSG00000268839
CTD_3073N11.9,ENSG00000268777
CTD_3074O7.11,ENSG00000256349
CTD_3074O7.12,ENSG00000269990
CTD_3074O7.2,ENSG00000250105
CTD_3074O7.5,ENSG00000255517
CTD_3074O7.7,ENSG00000254596
CTD_3076O17.1,ENSG00000254744
CTD_3076O17.2,ENSG00000259219
CTD_3080F16.3,ENSG00000253509
CTD_3080P12.3,ENSG00000249201
CTD_3088G3.4,ENSG00000262636
CTD_3088G3.6,ENSG00000262999
CTD_3088G3.8,ENSG00000188897
CTD_3092A11.1,ENSG00000215302
CTD_3092A11.2,ENSG00000270055
CTD_3093M3.1,ENSG00000268816
CTD_3094K11.1,ENSG00000259704
CTD_3096M3.1,ENSG00000264254
CTD_3096M3.2,ENSG00000266288
CTD_3096P4.1,ENSG00000254878
CTD_3098H1.2,ENSG00000259108
CTD_3099C6.11,ENSG00000268970
CTD_3099C6.5,ENSG00000269349
CTD_3099C6.7,ENSG00000268886
CTD_3099C6.9,ENSG00000269825
CTD_3105H18.10,ENSG00000232579
CTD_3105H18.11,ENSG00000234003
CTD_3105H18.13,ENSG00000261280
CTD_3105H18.14,ENSG00000268744
CTD_3105H18.16,ENSG00000268870
CTD_3105H18.18,ENSG00000269755
CTD_3105H18.4,ENSG00000248406
CTD_3105H18.5,ENSG00000231361
CTD_3105H18.7,ENSG00000234848
CTD_3105H18.8,ENSG00000236483
CTD_3105H18.9,ENSG00000230321
CTD_3107M8.1,ENSG00000253346
CTD_3107M8.2,ENSG00000254152
CTD_3110H11.1,ENSG00000259715
CTD_3113P16.5,ENSG00000267124
CTD_3113P16.7,ENSG00000267305
CTD_3113P16.9,ENSG00000271846
CTD_3116E22.6,ENSG00000267490
CTD_3116E22.7,ENSG00000267612
CTD_3118D11.2,ENSG00000253675
CTD_3118D11.3,ENSG00000253699
CTD_3118D7.1,ENSG00000259690
CTD_3126B10.1,ENSG00000261093
CTD_3126B10.4,ENSG00000260176
CTD_3128G10.6,ENSG00000269680
CTD_3131K8.1,ENSG00000243771
CTD_3131K8.2,ENSG00000269439
CTD_3131K8.3,ENSG00000269161
CTD_3135A9.3,ENSG00000253602
CTD_3137H5.1,ENSG00000268199
CTD_3138B18.4,ENSG00000269545
CTD_3138B18.5,ENSG00000268516
CTD_3138B18.6,ENSG00000268201
CTD_3138F19.1,ENSG00000254734
CTD_3141N22.1,ENSG00000241069
CTD_3145H4.1,ENSG00000254076
CTD_3148I10.15,ENSG00000273189
CTD_3148I10.9,ENSG00000269469
CTD_3149D2.3,ENSG00000269752
CTD_3149D2.4,ENSG00000268112
CTD_3154N5.1,ENSG00000260919
CTD_3157E16.1,ENSG00000265519
CTD_3162L10.1,ENSG00000267053
CTD_3162L10.3,ENSG00000266973
CTD_3162L10.4,ENSG00000267363
CTD_3162L10.5,ENSG00000267142
CTD_3179P9.1,ENSG00000249797
CTD_3179P9.2,ENSG00000250427
CTD_3184A7.4,ENSG00000232442
CTD_3185P2.1,ENSG00000261351
CTD_3185P2.2,ENSG00000269999
CTD_3187F8.11,ENSG00000268318
CTD_3187F8.12,ENSG00000269021
CTD_3187F8.14,ENSG00000269072
CTD_3187F8.15,ENSG00000267990
CTD_3187F8.2,ENSG00000268595
CTD_3187F8.6,ENSG00000269681
CTD_3187F8.7,ENSG00000268652
CTD_3193K9.1,ENSG00000239671
CTD_3193K9.3,ENSG00000267765
CTD_3193K9.4,ENSG00000267042
CTD_3193O13.1,ENSG00000260500
CTD_3193O13.10,ENSG00000269153
CTD_3193O13.11,ENSG00000268120
CTD_3193O13.13,ENSG00000268149
CTD_3193O13.14,ENSG00000269813
CTD_3193O13.8,ENSG00000269139
CTD_3193O13.9,ENSG00000183248
CTD_3194G12.1,ENSG00000267499
CTD_3194G12.2,ENSG00000267785
CTD_3195I5.1,ENSG00000262758
CTD_3195I5.3,ENSG00000262692
CTD_3195I5.4,ENSG00000262358
CTD_3195I5.5,ENSG00000262194
CTD_3199J23.4,ENSG00000267267
CTD_3199J23.6,ENSG00000267681
CTD_3203P2.1,ENSG00000259940
CTD_3203P2.2,ENSG00000245888
CTD_3214H19.12,ENSG00000269228
CTD_3214H19.16,ENSG00000269711
CTD_3214H19.4,ENSG00000268400
CTD_3214H19.6,ENSG00000268204
CTD_3214K23.1,ENSG00000271555
CTD_3216D2.4,ENSG00000234087
CTD_3216D2.5,ENSG00000272945
CTD_3220F14.1,ENSG00000267605
CTD_3220F14.2,ENSG00000267682
CTD_3222D19.10,ENSG00000269085
CTD_3222D19.11,ENSG00000268309
CTD_3222D19.2,ENSG00000141979
CTD_3222D19.5,ENSG00000269578
CTD_3222D19.7,ENSG00000269399
CTD_3224I3.3,ENSG00000255260
CTD_3224K15.2,ENSG00000250635
CTD_3224K15.3,ENSG00000272255
CTD_3229J4.1,ENSG00000261555
CTD_3232M19.2,ENSG00000204771
CTD_3233P19.7,ENSG00000269839
CTD_3233P19.8,ENSG00000268892
CTD_3234P18.2,ENSG00000266935
CTD_3236F5.1,ENSG00000240808
CTD_3239E11.2,ENSG00000253197
CTD_3244O18.5,ENSG00000260445
CTD_3244O18.7,ENSG00000261511
CTD_3247F14.2,ENSG00000261026
CTD_3252C9.2,ENSG00000267582
CTD_3253I12.1,ENSG00000260832
CTDNEP1,ENSG00000175826
CTDP1,ENSG00000060069
CTDSP1,ENSG00000144579
CTDSP2,ENSG00000175215
CTDSPL,ENSG00000144677
CTDSPL2,ENSG00000137770
CTF1,ENSG00000150281
CTF2P,ENSG00000230447
CTGF,ENSG00000118523
CTGLF10P,ENSG00000230869
CTGLF11P,ENSG00000204150
CTGLF12P,ENSG00000179296
CTGLF8P,ENSG00000243289
CTH,ENSG00000116761
CTHRC1,ENSG00000164932
CTIF,ENSG00000134030
CTLA4,ENSG00000163599
CTNNA1,ENSG00000044115
CTNNA2,ENSG00000066032
CTNNA3,ENSG00000183230
CTNNAL1,ENSG00000119326
CTNNAP1,ENSG00000249026
CTNNB1,ENSG00000168036
CTNNBIP1,ENSG00000178585
CTNNBL1,ENSG00000132792
CTNND1,ENSG00000198561
CTNND2,ENSG00000169862
CTNS,ENSG00000040531
CTPS1,ENSG00000171793
CTPS2,ENSG00000047230
CTR9,ENSG00000198730
CTRB1,ENSG00000168925
CTRB2,ENSG00000168928
CTRC,ENSG00000162438
CTRL,ENSG00000141086
CTSA,ENSG00000064601
CTSB,ENSG00000164733
CTSC,ENSG00000109861
CTSD,ENSG00000117984
CTSE,ENSG00000196188
CTSF,ENSG00000174080
CTSG,ENSG00000100448
CTSH,ENSG00000103811
CTSK,ENSG00000143387
CTSL,ENSG00000135047
CTSL3P,ENSG00000188029
CTSLP1,ENSG00000236417
CTSLP2,ENSG00000224036
CTSLP3,ENSG00000228418
CTSLP4,ENSG00000230011
CTSLP5,ENSG00000228745
CTSLP6,ENSG00000204437
CTSLP7,ENSG00000232438
CTSLP8,ENSG00000234575
CTSO,ENSG00000256043
CTSS,ENSG00000163131
CTSV,ENSG00000136943
CTSW,ENSG00000172543
CTSZ,ENSG00000101160
CTTN,ENSG00000085733
CTTNBP2,ENSG00000077063
CTTNBP2NL,ENSG00000143079
CTU1,ENSG00000142544
CTU2,ENSG00000174177
CTXN1,ENSG00000178531
CTXN2,ENSG00000233932
CTXN3,ENSG00000205279
CUBN,ENSG00000107611
CUBNP1,ENSG00000231009
CUBNP2,ENSG00000234993
CUBNP3,ENSG00000235690
CUEDC1,ENSG00000180891
CUEDC2,ENSG00000107874
CUL1,ENSG00000055130
CUL2,ENSG00000108094
CUL3,ENSG00000036257
CUL4A,ENSG00000139842
CUL4AP1,ENSG00000248139
CUL4B,ENSG00000158290
CUL5,ENSG00000166266
CUL7,ENSG00000044090
CUL9,ENSG00000112659
CUTA,ENSG00000112514
CUTC,ENSG00000119929
CUX1,ENSG00000257923
CUX2,ENSG00000111249
CUX2P1,ENSG00000272436
CUZD1,ENSG00000138161
CWC15,ENSG00000150316
CWC22,ENSG00000163510
CWC25,ENSG00000108296
CWC27,ENSG00000153015
CWF19L1,ENSG00000095485
CWF19L2,ENSG00000152404
CWH43,ENSG00000109182
CX3CL1,ENSG00000006210
CX3CR1,ENSG00000168329
CXADR,ENSG00000154639
CXADRP1,ENSG00000214319
CXADRP2,ENSG00000258712
CXADRP3,ENSG00000265766
CXCL1,ENSG00000163739
CXCL10,ENSG00000169245
CXCL11,ENSG00000169248
CXCL12,ENSG00000107562
CXCL13,ENSG00000156234
CXCL14,ENSG00000145824
CXCL16,ENSG00000161921
CXCL17,ENSG00000189377
CXCL1P,ENSG00000250339
CXCL2,ENSG00000081041
CXCL3,ENSG00000163734
CXCL5,ENSG00000163735
CXCL6,ENSG00000124875
CXCL9,ENSG00000138755
CXCR1,ENSG00000163464
CXCR2,ENSG00000180871
CXCR2P1,ENSG00000229754
CXCR3,ENSG00000186810
CXCR4,ENSG00000121966
CXCR5,ENSG00000160683
CXCR6,ENSG00000172215
CXorf21,ENSG00000120280
CXorf22,ENSG00000165164
CXorf23,ENSG00000173681
CXorf24,ENSG00000196741
CXorf27,ENSG00000187516
CXorf28,ENSG00000228459
CXorf30,ENSG00000205081
CXorf31,ENSG00000204904
CXorf36,ENSG00000147113
CXorf38,ENSG00000185753
CXorf40A,ENSG00000197620
CXorf40B,ENSG00000197021
CXorf49,ENSG00000215115
CXorf49B,ENSG00000215113
CXorf51A,ENSG00000224440
CXorf51B,ENSG00000235699
CXorf56,ENSG00000018610
CXorf57,ENSG00000147231
CXorf58,ENSG00000165182
CXorf64,ENSG00000183631
CXorf65,ENSG00000204165
CXorf66,ENSG00000203933
CXorf67,ENSG00000187690
CXXC1,ENSG00000154832
CXXC11,ENSG00000188011
CXXC1P1,ENSG00000187893
CXXC4,ENSG00000168772
CXXC5,ENSG00000171604
CYB561,ENSG00000008283
CYB561A3,ENSG00000162144
CYB561D1,ENSG00000174151
CYB561D2,ENSG00000114395
CYB5A,ENSG00000166347
CYB5AP5,ENSG00000257503
CYB5B,ENSG00000103018
CYB5D1,ENSG00000182224
CYB5D2,ENSG00000167740
CYB5P4,ENSG00000213882
CYB5R1,ENSG00000159348
CYB5R2,ENSG00000166394
CYB5R3,ENSG00000100243
CYB5R4,ENSG00000065615
CYB5RL,ENSG00000215883
CYBA,ENSG00000051523
CYBB,ENSG00000165168
CYBRD1,ENSG00000071967
CYC1,ENSG00000179091
CYCS,ENSG00000172115
CYCSP1,ENSG00000271423
CYCSP10,ENSG00000232901
CYCSP11,ENSG00000229217
CYCSP12,ENSG00000224263
CYCSP17,ENSG00000219627
CYCSP19,ENSG00000213310
CYCSP2,ENSG00000259547
CYCSP20,ENSG00000240416
CYCSP22,ENSG00000254358
CYCSP24,ENSG00000227666
CYCSP25,ENSG00000255370
CYCSP26,ENSG00000254601
CYCSP27,ENSG00000255444
CYCSP28,ENSG00000255003
CYCSP29,ENSG00000255379
CYCSP30,ENSG00000257648
CYCSP32,ENSG00000223625
CYCSP33,ENSG00000233545
CYCSP34,ENSG00000176268
CYCSP35,ENSG00000233549
CYCSP38,ENSG00000259513
CYCSP39,ENSG00000260690
CYCSP4,ENSG00000229120
CYCSP40,ENSG00000262870
CYCSP41,ENSG00000227691
CYCSP42,ENSG00000224524
CYCSP43,ENSG00000231706
CYCSP44,ENSG00000233548
CYCSP45,ENSG00000184844
CYCSP46,ENSG00000227949
CYCSP48,ENSG00000233843
CYCSP49,ENSG00000224240
CYCSP5,ENSG00000227735
CYCSP51,ENSG00000229357
CYCSP52,ENSG00000235700
CYCSP53,ENSG00000234333
CYCSP55,ENSG00000214810
CYCSP6,ENSG00000214429
CYCSP8,ENSG00000232503
CYCTP,ENSG00000249909
CYFIP1,ENSG00000068793
CYFIP2,ENSG00000055163
CYGB,ENSG00000161544
CYHR1,ENSG00000187954
CYLC1,ENSG00000183035
CYLC2,ENSG00000155833
CYLD,ENSG00000083799
CYMP,ENSG00000240194
CYorf17,ENSG00000183146
CYP11A1,ENSG00000140459
CYP11B1,ENSG00000160882
CYP11B2,ENSG00000179142
CYP17A1,ENSG00000148795
CYP17A1_AS1,ENSG00000203886
CYP19A1,ENSG00000137869
CYP1A1,ENSG00000140465
CYP1A2,ENSG00000140505
CYP1B1,ENSG00000138061
CYP1B1_AS1,ENSG00000232973
CYP1D1P,ENSG00000228024
CYP20A1,ENSG00000119004
CYP21A1P,ENSG00000204338
CYP21A2,ENSG00000231852
CYP24A1,ENSG00000019186
CYP26A1,ENSG00000095596
CYP26B1,ENSG00000003137
CYP26C1,ENSG00000187553
CYP27A1,ENSG00000135929
CYP27B1,ENSG00000111012
CYP27C1,ENSG00000186684
CYP2A13,ENSG00000197838
CYP2A6,ENSG00000255974
CYP2A7,ENSG00000198077
CYP2A7P1,ENSG00000213908
CYP2AB1P,ENSG00000233441
CYP2AC1P,ENSG00000216998
CYP2B6,ENSG00000197408
CYP2B7P,ENSG00000256612
CYP2C18,ENSG00000108242
CYP2C19,ENSG00000165841
CYP2C56P,ENSG00000229641
CYP2C58P,ENSG00000235199
CYP2C59P,ENSG00000228460
CYP2C60P,ENSG00000260863
CYP2C61P,ENSG00000270648
CYP2C8,ENSG00000138115
CYP2C9,ENSG00000138109
CYP2D6,ENSG00000100197
CYP2D7P,ENSG00000205702
CYP2D8P,ENSG00000226450
CYP2E1,ENSG00000130649
CYP2F1,ENSG00000197446
CYP2F2P,ENSG00000237118
CYP2G1P,ENSG00000130612
CYP2G2P,ENSG00000268101
CYP2J2,ENSG00000134716
CYP2R1,ENSG00000186104
CYP2S1,ENSG00000167600
CYP2T2P,ENSG00000233622
CYP2T3P,ENSG00000268529
CYP2U1,ENSG00000155016
CYP2W1,ENSG00000073067
CYP39A1,ENSG00000146233
CYP3A4,ENSG00000160868
CYP3A43,ENSG00000021461
CYP3A5,ENSG00000106258
CYP3A52P,ENSG00000260524
CYP3A54P,ENSG00000261809
CYP3A7,ENSG00000160870
CYP46A1,ENSG00000036530
CYP46A4P,ENSG00000237180
CYP4A11,ENSG00000187048
CYP4A22,ENSG00000162365
CYP4A22_AS1,ENSG00000225506
CYP4A26P,ENSG00000259832
CYP4A27P,ENSG00000261593
CYP4A43P,ENSG00000261196
CYP4A44P,ENSG00000261290
CYP4B1,ENSG00000142973
CYP4F10P,ENSG00000267241
CYP4F11,ENSG00000171903
CYP4F12,ENSG00000186204
CYP4F2,ENSG00000186115
CYP4F22,ENSG00000171954
CYP4F23P,ENSG00000269516
CYP4F24P,ENSG00000267594
CYP4F25P,ENSG00000224106
CYP4F26P,ENSG00000226562
CYP4F27P,ENSG00000248313
CYP4F29P,ENSG00000228314
CYP4F3,ENSG00000186529
CYP4F30P,ENSG00000214081
CYP4F31P,ENSG00000178206
CYP4F32P,ENSG00000223564
