gene_name,gene_id
Prrg3,ENSMUSG00000033361
Gm5386,ENSMUSG00000082886
Gm12500,ENSMUSG00000056411
Trp53rka,ENSMUSG00000039725
Gm28396,ENSMUSG00000100806
Gpr33,ENSMUSG00000035148
Defb13,ENSMUSG00000044222
Cacna1a,ENSMUSG00000034656
RP24-190F20.4,ENSMUSG00000106442
Gm8419,ENSMUSG00000100696
Gm15254,ENSMUSG00000095436
Gm38100,ENSMUSG00000104158
Zfp963,ENSMUSG00000092260
Gm37616,ENSMUSG00000103461
Gm37046,ENSMUSG00000103108
Cbfb,ENSMUSG00000031885
Jkamp,ENSMUSG00000005078
Prkch,ENSMUSG00000021108
Gm5864,ENSMUSG00000107211
Gm15031,ENSMUSG00000081365
Nucks1,ENSMUSG00000026434
Vmn1r218,ENSMUSG00000060490
Gm4995,ENSMUSG00000081750
Gm14674,ENSMUSG00000082863
9430007A20Rik,ENSMUSG00000028593
Fmnl1,ENSMUSG00000055805
Gm15421,ENSMUSG00000084235
Gm15009,ENSMUSG00000082214
Gm37668,ENSMUSG00000103540
RP24-230N16.2,ENSMUSG00000105890
Gm20840,ENSMUSG00000102402
Gm28373,ENSMUSG00000096751
Piezo1,ENSMUSG00000014444
Gm13121,ENSMUSG00000083390
Zfp866,ENSMUSG00000043090
Gm15988,ENSMUSG00000083771
Gm17673,ENSMUSG00000090843
Gm20604,ENSMUSG00000041716
Gm20901,ENSMUSG00000096275
4930447F04Rik,ENSMUSG00000031182
Lgsn,ENSMUSG00000050217
Gm8356,ENSMUSG00000090627
Scgb2b32-ps,ENSMUSG00000101296
Gm4342,ENSMUSG00000083911
Slc2a10,ENSMUSG00000027661
Gm37497,ENSMUSG00000103904
Gm20422,ENSMUSG00000092544
RP23-49O17.4,ENSMUSG00000106262
Glra4,ENSMUSG00000018595
Gm13126,ENSMUSG00000082418
Gm9796,ENSMUSG00000045075
Gm15646,ENSMUSG00000087554
Gpr89,ENSMUSG00000028096
Gm12705,ENSMUSG00000087395
Gm15032,ENSMUSG00000081568
Nfat5,ENSMUSG00000003847
Scrn2,ENSMUSG00000020877
4933402E13Rik,ENSMUSG00000045330
Gm5763,ENSMUSG00000048600
Galp,ENSMUSG00000034660
Amph,ENSMUSG00000021314
Efhd1,ENSMUSG00000026255
RP23-307D8.3,ENSMUSG00000106652
Gm21971,ENSMUSG00000100006
Pla2r1,ENSMUSG00000054580
Gm8005,ENSMUSG00000092148
Inppl1,ENSMUSG00000032737
Gm33142,ENSMUSG00000104484
Qdpr,ENSMUSG00000015806
Gm15932,ENSMUSG00000086341
Gm37019,ENSMUSG00000102953
Gm7670,ENSMUSG00000082608
RP24-230L5.2,ENSMUSG00000105374
Gm26815,ENSMUSG00000097384
Ccdc120,ENSMUSG00000031150
Nck1,ENSMUSG00000032475
RP24-301M6.1,ENSMUSG00000105685
Gm37199,ENSMUSG00000104068
Gm6274,ENSMUSG00000081281
Gm7329,ENSMUSG00000100774
G630030J09Rik,ENSMUSG00000097149
Btg1-ps1,ENSMUSG00000068173
Polr2a,ENSMUSG00000005198
RP24-230L5.3,ENSMUSG00000105326
Gm28766,ENSMUSG00000102115
Trav20,ENSMUSG00000086858
Gm26913,ENSMUSG00000098081
Gm29159,ENSMUSG00000102102
Gm8420,ENSMUSG00000072324
Orc5,ENSMUSG00000029012
Gm18969,ENSMUSG00000100065
Gm32496,ENSMUSG00000104102
Polr2i,ENSMUSG00000019738
Cdc20b,ENSMUSG00000078926
Gm14899,ENSMUSG00000082752
1700025G04Rik,ENSMUSG00000032666
Cd1d2,ENSMUSG00000041750
Gm27234,ENSMUSG00000098894
RP23-453I14.1,ENSMUSG00000106079
Itpk1,ENSMUSG00000057963
Camsap1,ENSMUSG00000026933
Ighg2c,ENSMUSG00000076612
BC029214,ENSMUSG00000047617
RP23-157G2.1,ENSMUSG00000106772
Amica1,ENSMUSG00000048534
Hal,ENSMUSG00000020017
A130014A01Rik,ENSMUSG00000097944
RP24-360B3.3,ENSMUSG00000106720
Adra1a,ENSMUSG00000045875
Stag2,ENSMUSG00000025862
Zfp189,ENSMUSG00000039634
Abcc3,ENSMUSG00000020865
Mageh1,ENSMUSG00000047238
Rps12-ps5,ENSMUSG00000081565
Tubb3,ENSMUSG00000062380
Pla2g6,ENSMUSG00000042632
Gm28706,ENSMUSG00000102063
Pidd1,ENSMUSG00000025507
RP23-302F24.1,ENSMUSG00000105965
Grip1os3,ENSMUSG00000085454
Anp32e,ENSMUSG00000015749
Lsm8,ENSMUSG00000044155
Hcrtr2,ENSMUSG00000032360
Rpl31-ps14,ENSMUSG00000094191
Whsc1,ENSMUSG00000057406
Gm26647,ENSMUSG00000097686
Gm15826,ENSMUSG00000082212
Adipor2,ENSMUSG00000030168
Gm12872,ENSMUSG00000084082
Adat1,ENSMUSG00000031949
Narfl,ENSMUSG00000002280
Gm29367,ENSMUSG00000100396
Tmem27,ENSMUSG00000015401
Gm13596,ENSMUSG00000085182
Slc9a4,ENSMUSG00000026065
Ccl5,ENSMUSG00000035042
Pcdha8,ENSMUSG00000103800
Gm11365,ENSMUSG00000086893
Vmn1r-ps17,ENSMUSG00000093743
Gm36971,ENSMUSG00000104308
Smyd4,ENSMUSG00000018809
Lgr6,ENSMUSG00000042793
Gm11232,ENSMUSG00000066141
RP24-406N3.3,ENSMUSG00000107161
C78197,ENSMUSG00000087242
Gm16336,ENSMUSG00000087160
Prr30,ENSMUSG00000042888
Pcdhb3,ENSMUSG00000045498
Cblc,ENSMUSG00000040525
Ydjc,ENSMUSG00000041774
Gm15569,ENSMUSG00000086424
Natd1,ENSMUSG00000018931
Hist1h2ae,ENSMUSG00000069272
Ndufa1,ENSMUSG00000016427
Gm5459,ENSMUSG00000090305
Gm28188,ENSMUSG00000100349
Gm21832,ENSMUSG00000101676
Gm37922,ENSMUSG00000102485
A430010J10Rik,ENSMUSG00000097603
Gm21780,ENSMUSG00000096698
Wdr3,ENSMUSG00000033285
Gm2606,ENSMUSG00000078300
Gm35955,ENSMUSG00000104228
Pcdhb6,ENSMUSG00000051678
F830212C03Rik,ENSMUSG00000103130
Cdsn,ENSMUSG00000039518
Grin1os,ENSMUSG00000085830
Rxra,ENSMUSG00000015846
Wbscr17,ENSMUSG00000034040
Ywhab,ENSMUSG00000018326
Fam126b,ENSMUSG00000038174
Gm26875,ENSMUSG00000097371
Lrrc26,ENSMUSG00000026961
Ddx25,ENSMUSG00000032101
Calm3,ENSMUSG00000019370
Rsph9,ENSMUSG00000023966
Ntn1,ENSMUSG00000020902
Cerk,ENSMUSG00000035891
Nol9,ENSMUSG00000028948
Gm37190,ENSMUSG00000102181
Gm13124,ENSMUSG00000078506
Gm14976,ENSMUSG00000084256
Gm29158,ENSMUSG00000099761
Krt27,ENSMUSG00000017588
Ighv1-55,ENSMUSG00000095589
Pcdhb15,ENSMUSG00000047033
Gm31415,ENSMUSG00000102263
Slc38a6,ENSMUSG00000044712
Traj8,ENSMUSG00000076920
RP23-356N23.6,ENSMUSG00000107867
4930513O06Rik,ENSMUSG00000031270
Gm37977,ENSMUSG00000103131
Pdha1,ENSMUSG00000031299
Gm9613,ENSMUSG00000092409
Gltp,ENSMUSG00000011884
Wtip,ENSMUSG00000036459
Zfp738,ENSMUSG00000048280
Csgalnact1,ENSMUSG00000036356
Gm17190,ENSMUSG00000099115
Gm21759,ENSMUSG00000094226
Shc1,ENSMUSG00000042626
Gm37819,ENSMUSG00000104186
Ttll7,ENSMUSG00000036745
Gm21854,ENSMUSG00000096706
Higd1b,ENSMUSG00000020928
RP23-201E13.1,ENSMUSG00000106265
Tac1,ENSMUSG00000061762
Gm37684,ENSMUSG00000103027
Klrb1f,ENSMUSG00000030154
Pcmt1,ENSMUSG00000019795
Gm28768,ENSMUSG00000101805
Gm13127,ENSMUSG00000070610
RP24-140D11.1,ENSMUSG00000106396
Cdh13,ENSMUSG00000031841
Gk,ENSMUSG00000025059
Vmn2r8,ENSMUSG00000090961
Gm15842,ENSMUSG00000083909
RP23-336N16.1,ENSMUSG00000106610
Mrgprc3-ps,ENSMUSG00000099603
Gm38392,ENSMUSG00000103766
Eif2b4,ENSMUSG00000029145
Pdzd2,ENSMUSG00000022197
2610206C17Rik,ENSMUSG00000085236
Gm14965,ENSMUSG00000084876
Gm28754,ENSMUSG00000100423
9530051G07Rik,ENSMUSG00000085982
Slc36a1os,ENSMUSG00000084980
Gm2427,ENSMUSG00000101751
Gm12612,ENSMUSG00000093978
Gm3453,ENSMUSG00000090643
Gm7335,ENSMUSG00000067189
Gm8492,ENSMUSG00000097958
2010016I18Rik,ENSMUSG00000091575
Stam,ENSMUSG00000026718
Cldn34d,ENSMUSG00000079525
Skint3,ENSMUSG00000070868
Olfr71,ENSMUSG00000046450
Hist1h2bg,ENSMUSG00000058385
RP23-102H7.9,ENSMUSG00000105261
Taf7l,ENSMUSG00000009596
AW822252,ENSMUSG00000085998
Gm18594,ENSMUSG00000093756
Dnah2os,ENSMUSG00000086591
Slc16a9,ENSMUSG00000037762
Gm33280,ENSMUSG00000102202
Gm17202,ENSMUSG00000090558
Gm9005,ENSMUSG00000081796
Gm3261,ENSMUSG00000093892
Gm15989,ENSMUSG00000081104
Gm3693,ENSMUSG00000098128
Gm20718,ENSMUSG00000093708
Gm5733,ENSMUSG00000101739
4933429H19Rik,ENSMUSG00000097786
Gm12231,ENSMUSG00000044751
D130043K22Rik,ENSMUSG00000006711
RP24-576D11.1,ENSMUSG00000107885
Vmn2r46,ENSMUSG00000090342
Gm10482,ENSMUSG00000073226
Rab19,ENSMUSG00000029923
Traj7,ENSMUSG00000076921
Gm32175,ENSMUSG00000102792
Gm3278,ENSMUSG00000091185
RP24-91B1.7,ENSMUSG00000107521
Gm16092,ENSMUSG00000089714
Itgb6,ENSMUSG00000026971
Gm18958,ENSMUSG00000092429
4930594O21Rik,ENSMUSG00000085677
Scgb2b20,ENSMUSG00000094305
Dhx40,ENSMUSG00000018425
Gm18348,ENSMUSG00000100920
Gm7592,ENSMUSG00000090186
Gm26650,ENSMUSG00000097278
Gm14831,ENSMUSG00000080887
Gm17157,ENSMUSG00000091336
Mrvi1,ENSMUSG00000005611
Map2k2,ENSMUSG00000035027
Ift46,ENSMUSG00000002031
Rad9b,ENSMUSG00000038569
Gm7790,ENSMUSG00000083999
Btaf1,ENSMUSG00000040565
Gm20811,ENSMUSG00000100233
Zscan4d,ENSMUSG00000090714
Gm19325,ENSMUSG00000101365
Gm29563,ENSMUSG00000102109
Gm15312,ENSMUSG00000084041
Gm28586,ENSMUSG00000100176
RP24-576D11.2,ENSMUSG00000108089
Gm29319,ENSMUSG00000100365
H2-Aa,ENSMUSG00000036594
Gm8305,ENSMUSG00000095196
Gm37232,ENSMUSG00000102337
Mrgprc7-ps,ENSMUSG00000102068
Lpcat2b,ENSMUSG00000033794
Gm5700,ENSMUSG00000100966
Vmn2r-ps62,ENSMUSG00000092217
Gm11692,ENSMUSG00000081548
RP23-64M7.4,ENSMUSG00000108285
Gm6155,ENSMUSG00000068629
Gm37676,ENSMUSG00000103975
Gm18349,ENSMUSG00000102128
Gm3264,ENSMUSG00000094132
Skiv2l,ENSMUSG00000040356
Olfr411,ENSMUSG00000054406
Gm12082,ENSMUSG00000085510
Gm13286,ENSMUSG00000081501
G6pc2,ENSMUSG00000005232
Zfp40,ENSMUSG00000002617
Gm38067,ENSMUSG00000103569
Cldn6,ENSMUSG00000023906
Dnah7c,ENSMUSG00000101337
Cndp1,ENSMUSG00000056162
Pabpc1l,ENSMUSG00000054582
Gm20711,ENSMUSG00000093538
Gm4987,ENSMUSG00000063816
Gm28673,ENSMUSG00000101402
Gm29242,ENSMUSG00000101233
Gm3123,ENSMUSG00000091961
Gm28685,ENSMUSG00000100895
Fhad1os2,ENSMUSG00000085922
Acsbg1,ENSMUSG00000032281
2300002M23Rik,ENSMUSG00000039269
Gm7722,ENSMUSG00000082204
Gm8094,ENSMUSG00000091733
Rpl36a,ENSMUSG00000079435
Gm7861,ENSMUSG00000079113
Gm35801,ENSMUSG00000104441
1700001D01Rik,ENSMUSG00000099419
Mettl24,ENSMUSG00000045555
Gm37857,ENSMUSG00000103765
4930586N03Rik,ENSMUSG00000087097
Arntl2,ENSMUSG00000040187
Gm16399,ENSMUSG00000097790
Gm38380,ENSMUSG00000102664
RP24-434O21.2,ENSMUSG00000108295
Tmem161a,ENSMUSG00000002342
Gm28771,ENSMUSG00000099807
Gm14977,ENSMUSG00000081072
Zeb2,ENSMUSG00000026872
Cks1b,ENSMUSG00000028044
Btg3,ENSMUSG00000022863
Slco6c1,ENSMUSG00000026331
Rnf149,ENSMUSG00000048234
Car1,ENSMUSG00000027556
Trpc7,ENSMUSG00000021541
RP24-576J4.2,ENSMUSG00000107716
Speer4b,ENSMUSG00000048703
Olfr412,ENSMUSG00000058275
Vmn1r135,ENSMUSG00000095064
Jakmip1,ENSMUSG00000063646
Gm36974,ENSMUSG00000104304
Fpr-rs4,ENSMUSG00000048062
Gm36927,ENSMUSG00000103368
Dnah2,ENSMUSG00000005237
Gm21794,ENSMUSG00000099457
Serpinb6c,ENSMUSG00000052180
Gm14380,ENSMUSG00000082240
Gm5725,ENSMUSG00000095191
Gm7854,ENSMUSG00000085720
Scgb1b20,ENSMUSG00000094978
Gm11835,ENSMUSG00000082501
Olfr57,ENSMUSG00000060205
RP24-394H13.1,ENSMUSG00000106326
Marcksl1-ps4,ENSMUSG00000086265
Gm8104,ENSMUSG00000096446
Bloc1s4,ENSMUSG00000060708
Cyp11b1,ENSMUSG00000075604
Trav11,ENSMUSG00000096615
RP24-224N3.8,ENSMUSG00000106558
Rnf32,ENSMUSG00000029130
Hrct1,ENSMUSG00000071001
Gm29450,ENSMUSG00000101861
Edar,ENSMUSG00000003227
Gm19013,ENSMUSG00000098897
RP23-382O15.2,ENSMUSG00000107081
4930469B13Rik,ENSMUSG00000068776
Pak6,ENSMUSG00000074923
RP23-329L9.3,ENSMUSG00000106508
Gm38030,ENSMUSG00000103993
Hdac11,ENSMUSG00000034245
Gm28753,ENSMUSG00000100023
Hist1h2bf,ENSMUSG00000069268
Gm38120,ENSMUSG00000103085
Atp8b5,ENSMUSG00000028457
4932435O22Rik,ENSMUSG00000062391
Gm29219,ENSMUSG00000101313
Fhad1os1,ENSMUSG00000085424
Vtn,ENSMUSG00000017344
Spock2,ENSMUSG00000058297
Gm11814,ENSMUSG00000084215
RP23-478E6.1,ENSMUSG00000105946
Akap13,ENSMUSG00000066406
Spred2,ENSMUSG00000045671
G3bp2,ENSMUSG00000029405
RP23-458I4.3,ENSMUSG00000105440
Gm28317,ENSMUSG00000099985
Pls1,ENSMUSG00000049493
Gm37702,ENSMUSG00000104170
Gm37265,ENSMUSG00000102607
RP23-403P24.8,ENSMUSG00000107050
Cldn9,ENSMUSG00000066720
Mael,ENSMUSG00000040629
Pcdhb7,ENSMUSG00000045062
Taar4,ENSMUSG00000069707
P3h1,ENSMUSG00000028641
Gm7290,ENSMUSG00000078192
Gm12990,ENSMUSG00000081136
Tgif1,ENSMUSG00000047407
Gm28338,ENSMUSG00000099814
Irf5,ENSMUSG00000029771
Morf4l2,ENSMUSG00000031422
Ankrd27,ENSMUSG00000034867
Pbx1,ENSMUSG00000052534
Prlr,ENSMUSG00000005268
Dhx37,ENSMUSG00000029480
Entpd5,ENSMUSG00000021236
Aldh1a3,ENSMUSG00000015134
Gm15648,ENSMUSG00000085425
Olfr291,ENSMUSG00000070460
Smc4,ENSMUSG00000034349
Ighv8-10,ENSMUSG00000106325
Ccdc23,ENSMUSG00000028643
Slc26a8,ENSMUSG00000036196
Trav7d-4,ENSMUSG00000094023
RP23-21D6.2,ENSMUSG00000106818
Lrrc38,ENSMUSG00000028584
9-Sep,ENSMUSG00000059248
Rpl30-ps3,ENSMUSG00000080873
Cx3cl1,ENSMUSG00000031778
Gm14475,ENSMUSG00000095445
1810034E14Rik,ENSMUSG00000097101
Anp32b-ps1,ENSMUSG00000081792
Gm15314,ENSMUSG00000082323
RP24-434O21.3,ENSMUSG00000108025
Taar5,ENSMUSG00000069706
Gm6471,ENSMUSG00000073781
Gm29303,ENSMUSG00000101542
Pramel1,ENSMUSG00000041805
Rep15,ENSMUSG00000040121
Gm38059,ENSMUSG00000102148
Gm15979,ENSMUSG00000087016
Gm4271,ENSMUSG00000092521
Gm11353,ENSMUSG00000060198
RP23-170C11.4,ENSMUSG00000107835
7530428D23Rik,ENSMUSG00000103441
Gm8018,ENSMUSG00000092425
Ighv2-8,ENSMUSG00000102878
Kcnc3,ENSMUSG00000062785
Gm28610,ENSMUSG00000100685
Gm26588,ENSMUSG00000097730
Hdgfl1,ENSMUSG00000045835
Gm12355,ENSMUSG00000078134
Gm36941,ENSMUSG00000102520
Gm29461,ENSMUSG00000100711
Guca1b,ENSMUSG00000023979
Ube2l3,ENSMUSG00000038965
RP23-218B2.1,ENSMUSG00000105680
Mup-ps20,ENSMUSG00000084309
Gm4994,ENSMUSG00000082117
Ighv2-9,ENSMUSG00000096638
Gm16296,ENSMUSG00000089885
Gm15078,ENSMUSG00000083710
Gm7952,ENSMUSG00000097608
Nr4a3,ENSMUSG00000028341
Gm21894,ENSMUSG00000096518
Gm15170,ENSMUSG00000083136
Gm11354,ENSMUSG00000081653
Klra3,ENSMUSG00000067591
4933408B17Rik,ENSMUSG00000049357
Olfr807,ENSMUSG00000050478
Rnasek,ENSMUSG00000093989
Dido1,ENSMUSG00000038914
Gm38354,ENSMUSG00000102873
Gm8662,ENSMUSG00000081797
Iqca,ENSMUSG00000026301
Gm20712,ENSMUSG00000093677
G6pdx,ENSMUSG00000031400
Phka2,ENSMUSG00000031295
Cwc25,ENSMUSG00000018541
Syn1,ENSMUSG00000037217
Prm1,ENSMUSG00000022501
Gm26981,ENSMUSG00000098041
RP24-63G23.2,ENSMUSG00000106438
Gm12974,ENSMUSG00000084789
Gm8844,ENSMUSG00000082461
Fhad1,ENSMUSG00000051435
Adra2b,ENSMUSG00000058620
RP24-95J4.1,ENSMUSG00000106161
Snrpd3,ENSMUSG00000020180
RP23-431M7.4,ENSMUSG00000104719
Gm5662,ENSMUSG00000079029
RP23-324D2.1,ENSMUSG00000106053
RP23-452K12.17,ENSMUSG00000105920
Vmn1r85,ENSMUSG00000070817
Gm15178,ENSMUSG00000086053
Ccl8,ENSMUSG00000009185
RP23-356N23.5,ENSMUSG00000107811
Tnnt2,ENSMUSG00000026414
Gm13006,ENSMUSG00000083430
1190003K10Rik,ENSMUSG00000096537
Mageb8-ps,ENSMUSG00000083977
Ighv1-65,ENSMUSG00000104593
Gm16297,ENSMUSG00000090047
Zfp229,ENSMUSG00000061544
Dok6,ENSMUSG00000073514
Psme3,ENSMUSG00000078652
Usp24,ENSMUSG00000028514
Omp,ENSMUSG00000074006
Fam109a,ENSMUSG00000044134
Ewsr1,ENSMUSG00000009079
Cpeb2,ENSMUSG00000039782
Ttn,ENSMUSG00000051747
Dip2b,ENSMUSG00000023026
Ctbp1,ENSMUSG00000037373
Gm16056,ENSMUSG00000080941
Rcan3,ENSMUSG00000059713
BC005537,ENSMUSG00000019132
Ubap2l,ENSMUSG00000042520
Gm12873,ENSMUSG00000083494
Cphx1,ENSMUSG00000095975
Gm14573,ENSMUSG00000085624
Eri2,ENSMUSG00000030929
Gm26983,ENSMUSG00000098201
Ighv12-1,ENSMUSG00000103918
RP23-478E6.3,ENSMUSG00000106537
Gm7456,ENSMUSG00000098099
Dfna5,ENSMUSG00000029821
Gm2617,ENSMUSG00000101398
RP24-223I19.6,ENSMUSG00000105868
Gm6967,ENSMUSG00000097937
Engase,ENSMUSG00000033857
Vmn1r-ps18,ENSMUSG00000093731
Gm37687,ENSMUSG00000103029
Gm13185,ENSMUSG00000085205
Adgra3,ENSMUSG00000029090
Gusb,ENSMUSG00000025534
Stxbp3-ps,ENSMUSG00000071640
Gm21573,ENSMUSG00000101510
Upb1,ENSMUSG00000033427
Med23,ENSMUSG00000019984
Dcaf13,ENSMUSG00000022300
RP24-121I11.5,ENSMUSG00000104549
Gm13183,ENSMUSG00000080703
Gm37622,ENSMUSG00000103670
Il6ra,ENSMUSG00000027947
Gm17199,ENSMUSG00000090331
Gm15177,ENSMUSG00000084270
Vmn1r27,ENSMUSG00000071428
RP24-529E15.1,ENSMUSG00000105590
RP23-218B2.3,ENSMUSG00000105599
Gm16311,ENSMUSG00000089771
Gm6445,ENSMUSG00000100141
RP23-82I13.6,ENSMUSG00000107966
Gm38191,ENSMUSG00000102303
Rab15,ENSMUSG00000021062
Gm29231,ENSMUSG00000096818
Mup-ps21,ENSMUSG00000083524
Gm21258,ENSMUSG00000095606
Vmn1r-ps19,ENSMUSG00000093522
Gm15168,ENSMUSG00000084210
Orc1,ENSMUSG00000028587
Vmn1r28,ENSMUSG00000094291
Stambpl1,ENSMUSG00000024776
Gm28414,ENSMUSG00000100082
BC061212,ENSMUSG00000072822
Gml2,ENSMUSG00000068600
4930558N11Rik,ENSMUSG00000100431
Gm11368,ENSMUSG00000085188
Gm11261,ENSMUSG00000085840
Gm5764,ENSMUSG00000082026
Gm37545,ENSMUSG00000099610
Gm29307,ENSMUSG00000099509
Gm12060,ENSMUSG00000085415
Gm37716,ENSMUSG00000102241
Nav2,ENSMUSG00000052512
RP24-239L16.3,ENSMUSG00000108158
Gm11355,ENSMUSG00000082236
Mettl2,ENSMUSG00000020691
RP23-344N8.12,ENSMUSG00000105313
Tox4,ENSMUSG00000016831
Ighv1-83,ENSMUSG00000105757
Gm6939,ENSMUSG00000082922
Hey2,ENSMUSG00000019789
Hoxb4,ENSMUSG00000038692
Gm29557,ENSMUSG00000100424
Zscan5b,ENSMUSG00000058028
Fam110b,ENSMUSG00000049119
4930435C17Rik,ENSMUSG00000102085
Gm11367,ENSMUSG00000083676
1700001G01Rik,ENSMUSG00000087170
Gm20916,ENSMUSG00000094746
Fbxo36,ENSMUSG00000073633
Vmn1r83,ENSMUSG00000066804
Chn2,ENSMUSG00000004633
Ighv8-11,ENSMUSG00000095170
Ighv9-2,ENSMUSG00000094102
Rassf7,ENSMUSG00000038618
Gm13865,ENSMUSG00000083717
Gm4906,ENSMUSG00000069038
Gm37461,ENSMUSG00000104281
Chrnb1,ENSMUSG00000041189
Tceal7,ENSMUSG00000079428
Gm28179,ENSMUSG00000099393
BC034090,ENSMUSG00000033722
2300005B03Rik,ENSMUSG00000075605
Rab3gap2,ENSMUSG00000039318
RP23-235P6.7,ENSMUSG00000108017
Pptc7,ENSMUSG00000038582
Gm6322,ENSMUSG00000082018
Ccdc110,ENSMUSG00000071104
Ptger1,ENSMUSG00000019464
1700095J03Rik,ENSMUSG00000085407
Gm37548,ENSMUSG00000103012
Gm9105,ENSMUSG00000081370
Trav7-5,ENSMUSG00000106620
Gm37843,ENSMUSG00000102614
Gm37756,ENSMUSG00000103380
Lgalsl,ENSMUSG00000042363
RP24-122I22.6,ENSMUSG00000105941
Bex1,ENSMUSG00000050071
Il13ra2,ENSMUSG00000031289
Gm37209,ENSMUSG00000103652
Cnr2,ENSMUSG00000062585
Naa15,ENSMUSG00000063273
Gm38296,ENSMUSG00000102239
Tcp10a,ENSMUSG00000071322
Kcnh4,ENSMUSG00000035355
Gm29462,ENSMUSG00000099634
Sbsn,ENSMUSG00000046056
Gm28170,ENSMUSG00000101779
RP23-214I6.3,ENSMUSG00000106555
Ranbp2-ps12,ENSMUSG00000104759
Gm11752,ENSMUSG00000087404
Gm38290,ENSMUSG00000103153
Gm11753,ENSMUSG00000085548
Gtpbp4-ps7,ENSMUSG00000105410
Ighv1-84,ENSMUSG00000094940
Acot9,ENSMUSG00000025287
Gm14515,ENSMUSG00000083492
Naip6,ENSMUSG00000078942
Papln,ENSMUSG00000021223
Xlr3c,ENSMUSG00000058147
Gm4405,ENSMUSG00000101486
Gm30045,ENSMUSG00000103615
Hist1h4m,ENSMUSG00000069306
Lpo,ENSMUSG00000009356
Gm37607,ENSMUSG00000103839
Slc25a43,ENSMUSG00000037636
Gm38199,ENSMUSG00000102464
Slc22a5,ENSMUSG00000018900
Gm37836,ENSMUSG00000103535
Gm15229,ENSMUSG00000085880
Gm37112,ENSMUSG00000104431
Gm11300,ENSMUSG00000087688
4930551O13Rik,ENSMUSG00000086430
Tbc1d16,ENSMUSG00000039976
Gm38096,ENSMUSG00000103459
RP23-477N9.2,ENSMUSG00000104917
Gm6851,ENSMUSG00000056836
Acot3,ENSMUSG00000021228
Gm11796,ENSMUSG00000083232
Gm28875,ENSMUSG00000100975
Sytl1,ENSMUSG00000028860
Gm9125,ENSMUSG00000094328
Gm37081,ENSMUSG00000102655
4931428L18Rik,ENSMUSG00000086727
Egln2,ENSMUSG00000058709
Bcl11b,ENSMUSG00000048251
Tmsb10,ENSMUSG00000079523
Rnf34,ENSMUSG00000029474
Gm37233,ENSMUSG00000102336
Vmn1r203,ENSMUSG00000069289
Gm11455,ENSMUSG00000085538
Prps1l1,ENSMUSG00000092305
Sema6d,ENSMUSG00000027200
Kars-ps1,ENSMUSG00000083256
Ankrd63,ENSMUSG00000078137
Gm38206,ENSMUSG00000103605
Ptk6,ENSMUSG00000038751
Igkv13-87,ENSMUSG00000079544
Rhox4f,ENSMUSG00000079630
Gm21638,ENSMUSG00000095179
RP23-374N15.1,ENSMUSG00000108078
Vmn1r84,ENSMUSG00000066803
Gm33571,ENSMUSG00000104024
Rasgrp2,ENSMUSG00000032946
Srms,ENSMUSG00000027579
Ncstn,ENSMUSG00000003458
Cryga,ENSMUSG00000044429
Gm14398,ENSMUSG00000083993
Optn,ENSMUSG00000026672
Ublcp1,ENSMUSG00000041231
A730017L22Rik,ENSMUSG00000085566
Aldh7a1,ENSMUSG00000053644
Gstm4,ENSMUSG00000027890
Gm14057,ENSMUSG00000089662
Gm28905,ENSMUSG00000101621
BC051628,ENSMUSG00000047841
Svs1,ENSMUSG00000039215
Abca14,ENSMUSG00000062017
1700096J18Rik,ENSMUSG00000099630
Batf,ENSMUSG00000034266
Sdc1,ENSMUSG00000020592
Gm37656,ENSMUSG00000103782
Gm7893,ENSMUSG00000099796
3110039M20Rik,ENSMUSG00000089922
Gm29141,ENSMUSG00000099469
Gna13,ENSMUSG00000020611
Ankib1,ENSMUSG00000040351
Tomm34,ENSMUSG00000018322
Actl7b,ENSMUSG00000070980
RP24-490H13.4,ENSMUSG00000104861
Gpat2,ENSMUSG00000046338
Gm5529,ENSMUSG00000067106
A930024E05Rik,ENSMUSG00000056735
Gm11696,ENSMUSG00000056687
Pla2g4c-ps,ENSMUSG00000108293
Gm26940,ENSMUSG00000092338
Speg,ENSMUSG00000026207
Gm17660,ENSMUSG00000091034
Prss33,ENSMUSG00000049620
Gm18284,ENSMUSG00000092325
Adgra1,ENSMUSG00000025475
Stk33,ENSMUSG00000031027
Vezt,ENSMUSG00000036099
Prkra,ENSMUSG00000002731
Morc2a,ENSMUSG00000034543
Tfrc,ENSMUSG00000022797
Hist1h4n,ENSMUSG00000069305
Maged2,ENSMUSG00000025268
Gm26688,ENSMUSG00000097752
2610015P09Rik,ENSMUSG00000022701
Gm37823,ENSMUSG00000104458
RP23-172K2.12,ENSMUSG00000106239
Aifm1,ENSMUSG00000036932
Chadl,ENSMUSG00000063765
RP23-235P6.9,ENSMUSG00000107656
Trav8d-1,ENSMUSG00000076770
Dfnb59,ENSMUSG00000075267
Pdia6,ENSMUSG00000020571
Foxg1,ENSMUSG00000020950
RP23-235P6.10,ENSMUSG00000107457
Fscn1,ENSMUSG00000029581
RP23-164N7.3,ENSMUSG00000105272
Gm5641,ENSMUSG00000069014
Gm14903,ENSMUSG00000083663
RP23-164N7.2,ENSMUSG00000106592
RP23-459I1.5,ENSMUSG00000104885
Gm38164,ENSMUSG00000102779
Gm5710,ENSMUSG00000098042
